422.873896,171.642843,777.802417,791.759675,-230.159885,620.868152,257.438535,-86.713506,-34.362212,4.380894,-116.70644,-326.050942,-359.452217,109.383962,-66.317513,-54.295875,-250.70583,124.34352,-347.604041,259.651339,156.277761,137.58371,147.604107,103.041247,-154.541209,6
247.380707,-512.142886,-1245.178446,-258.132575,72.679989,206.472667,17.288323,319.014986,382.072852,-697.575617,351.63586,87.940868,-264.074203,-223.060906,-32.235952,13.072316,-358.886277,-68.76088,-183.415733,243.1858,-219.277059,117.70469,-105.880281,154.771004,-56.64281,3
596.307191,1286.992777,-100.349549,-412.271616,-496.773516,-60.343716,243.950563,648.816398,26.924576,277.047255,-49.671516,144.854295,544.58109,-181.682512,443.306781,-104.836847,-121.53405,412.416001,-50.500971,6.486309,49.149733,318.041862,94.707249,-363.930288,-80.991318,7
-467.027604,-37.242249,-497.042279,-530.977693,-33.318369,306.76139,-58.745389,17.140426,-148.193682,249.890887,-5.433606,136.731023,-195.026602,258.909163,33.113316,124.614889,6.020569,-481.216257,-329.358939,97.687722,98.315025,38.983015,300.484053,-77.662647,50.280898,3
622.065913,299.733778,679.166007,677.085278,427.15472,517.270666,394.780175,-276.645653,-115.19546,-398.487885,-247.449259,63.816136,102.800165,124.939835,-209.680211,209.337176,-439.902949,-87.283905,-427.886693,-98.181256,-103.54591,97.573171,17.691007,9.397274,-195.80715,6
738.131357,-95.975367,761.212994,546.092312,794.965012,-347.443239,147.6836,128.97634,-210.776796,24.301872,199.830459,215.787253,-651.18729,-108.382202,189.929973,226.828231,-203.669464,-200.773588,-331.46449,-251.996404,106.362874,-20.574057,44.3664,-78.237084,-308.218723,2
70.766637,70.505185,986.658543,264.023786,-274.938572,-351.746044,151.738201,230.059007,-110.695306,242.047735,235.202542,-220.146787,250.781663,-126.458921,-522.377973,-92.790511,-169.790963,215.736979,87.915889,122.560855,-272.439278,-31.583747,-212.509897,-535.313521,480.867433,2
-412.367807,469.628192,-676.160596,-34.522749,-82.608504,88.686048,183.713444,214.429851,-420.449906,572.97981,-90.637185,-166.824104,-169.792999,101.608722,-441.151282,30.930908,-13.580776,-118.902729,-58.691811,162.669849,-427.063171,66.038192,4.713309,218.328747,-89.659021,7
-672.787571,127.376638,-77.773708,-341.204889,-313.532164,755.427979,56.387647,71.03179,256.044242,125.022366,72.422657,340.00095,-65.459009,-273.995253,-320.767552,52.536953,-62.197685,60.951636,-141.843628,127.068522,-113.071406,203.729417,-49.13244,-32.560949,-18.085075,4
-886.433211,-679.495494,373.800606,32.155274,220.635577,-582.987389,-32.347239,186.763357,387.201363,15.38553,-341.770148,-173.236204,-132.862423,282.90533,202.50196,-88.392306,32.445271,202.192082,21.934587,214.306728,-122.051771,69.763724,3.917602,-14.85174,-119.075016,1
374.394602,123.626559,313.806188,-722.239096,-195.108447,587.439668,-235.144701,297.154722,-48.283356,-11.50576,-249.989741,203.693335,-146.709677,453.102475,-340.577665,-121.233516,231.63683,58.239161,92.600988,172.125207,-154.287994,-197.164034,10.52431,-37.317354,145.981383,5
-502.396969,-325.764581,-158.915759,-22.950345,-41.44469,450.415066,117.234543,-285.318508,-76.374505,270.193586,-83.893349,84.265004,210.330182,136.664817,144.78713,-164.931649,-72.410934,272.570277,8.097196,-251.167433,261.409885,105.77252,-70.737376,16.453753,-222.353485,8
-485.499753,-378.020074,584.911962,232.128122,438.562633,-869.650535,-669.99959,191.340222,45.205169,15.250429,-189.739608,49.476029,541.80516,-123.705482,-336.842274,253.90155,-107.784033,-73.88066,93.863888,-25.10559,-187.911637,-137.38177,-160.037881,-148.655513,232.958451,1
91.998079,-509.148602,670.329268,-711.984622,714.623769,152.152717,-326.416581,191.113391,-108.42767,474.40471,152.763599,224.480065,288.727878,-262.504168,-11.549405,253.856548,111.127224,-42.157298,169.31518,146.791259,-43.605736,-383.650502,447.630783,311.326772,-52.339483,8
745.881976,-232.956767,287.544033,750.358879,1070.747271,-650.629376,514.627104,60.447642,-269.202519,377.652102,24.444565,-228.164835,-454.97128,-17.742142,-413.983009,60.837431,-287.026412,-153.00116,-84.926781,-68.506857,91.645364,-387.829655,-87.584292,-304.112445,-32.450512,2
885.92583,-222.228838,806.249481,728.07901,639.233391,917.523629,255.939927,-37.866986,487.948963,-100.365137,76.509551,-29.147583,-94.04132,-20.942881,-64.322744,488.685702,-0.021856,292.011181,-30.701694,-174.786131,-102.667663,67.49255,22.470849,-160.535008,25.96491,6
-73.795947,798.880005,-126.780491,-170.004683,-482.566307,132.997092,399.387791,581.294881,-430.968196,-49.898797,-76.151593,-23.21297,514.699356,-192.226488,507.290354,139.815142,-88.300747,17.190265,57.162455,189.113546,153.701894,-103.492148,-46.428626,-137.645169,-259.505673,7
561.631441,-391.578902,-780.471553,-431.040141,1088.812022,-303.791384,714.126998,578.909018,-147.73819,103.32586,356.406126,-90.455855,66.513342,79.172153,-22.831868,1.557171,179.409575,92.786632,-151.983989,-211.685437,-62.740267,145.318772,-174.496376,-35.645308,-2.05686,3
-298.485034,765.642323,-135.6122,-288.951242,34.498265,178.948123,-235.087754,-280.718839,-61.718004,391.969072,-110.569238,84.163066,-127.722169,-58.974707,-218.949995,-158.630108,211.501563,-211.918069,-185.982897,-139.247413,-44.872238,173.181251,-331.936857,-407.704966,-127.880165,9
