0.5286,2.7629,-0.62654,0.21141,2.8057,-0.24311,0.13039,-0.11307,0.89745,-0.91577,-1.7867,-1.1517,-0.8253,1.6106,0.36612,-0.87022,1.0224,-0.79564,0.61849,-0.40583,1.8206,1.2633,0.97161,-0.75882,0.75907,8
0.81923,-0.53449,2.2739,-1.4383,-0.52014,-0.68413,1.0308,1.7648,0.18053,1.2231,1.3873,0.14458,-0.72603,0.066414,1.0236,-0.31698,-0.67437,-2.0262,-0.44737,-1.62,1.5221,-0.1589,1.0717,-1.6808,-1.1931,2
-2.1064,2.6756,-0.38978,-1.4034,-1.7464,0.26809,0.055325,0.066455,0.492,0.29053,-0.51226,-1.5225,-0.44222,1.1326,-0.67519,-1.0516,-0.88063,-0.023137,0.86731,0.038591,-0.98965,-0.72737,-0.4495,-0.19614,-0.025367,2
-0.73257,-3.8407,-0.2912,-0.35355,0.6824,-2.0698,1.6536,-0.40772,0.29021,0.25707,3.5584,-0.051493,0.77161,1.2466,-1.1989,0.00012289,-0.48975,-0.77767,0.062994,0.43963,0.023366,0.24928,-0.51829,-0.12647,-0.50653,4
-0.50292,-1.1182,2.5308,-2.6465,-0.27351,2.2392,0.014841,-0.88597,0.72538,-0.31029,-0.99088,0.36821,-0.87911,-0.79289,0.088605,-0.30328,0.46651,-0.45662,-0.15265,-0.64377,0.61232,0.1399,0.61982,0.31121,-0.038293,6
-1.2785,-0.34765,1.2144,-2.2713,0.80295,2.0382,0.80098,-0.40563,0.40889,0.89208,-0.84802,-0.30373,-0.47719,0.98881,-0.62536,1.1799,-0.63638,0.91447,-0.42277,-0.37394,0.0080832,-0.55983,-0.48302,0.51683,0.74933,6
2.5068,1.2755,-4.5201,1.4693,-0.21793,1.7261,-1.5866,-1.0623,-2.1018,2.3215,-0.50236,2.1307,0.77575,-0.059777,1.1677,1.338,1.3937,-0.87961,0.2099,1.9316,-1.451,0.20844,0.71328,0.54534,-0.38421,3
-0.10247,0.15756,1.2202,-0.80727,2.7064,-2.8337,-0.22338,0.050326,-1.2121,-1.1573,-1.8327,-0.039746,-0.80859,-0.77845,0.0029996,1.4321,0.12437,1.8642,-0.12937,0.34617,-0.7263,0.89101,-0.025373,0.049598,0.55157,7
-1.0205,-2.9491,0.59758,1.4059,-1.0814,-1.33,-2.4708,2.0192,0.17434,1.7618,-1.1596,0.062228,-0.037258,0.18134,0.055775,-0.75191,-0.45843,-0.99725,0.58616,0.40697,0.022433,1.3599,-0.49443,0.28895,0.63632,7
-3.18,-1.381,0.53353,1.4432,-1.0579,-0.63792,-1.5448,-0.38798,-0.51021,1.1472,-0.97746,-1.2287,0.29951,-1.1113,0.28664,0.19771,0.63463,-0.39093,1.053,0.36327,0.45595,0.34366,0.28374,-0.49338,-0.29749,7
